Belegnummer,Belegdatum,FilialeID,ProduktID,KundeID,Menge,Rabatt
B102584,2025-11-13,F4,P15,K0120,2,0.1
B102585,2025-11-14,F1,P16,K0024,1,0.03
B102586,2025-11-14,F1,P05,K0004,1,0.0
B102587,2025-11-14,F1,P09,K0019,1,0.05
B102588,2025-11-14,F2,P12,K0063,3,0.15
B102589,2025-11-14,F2,P10,K0061,3,0.15
B102590,2025-11-14,F2,P18,K0052,1,0.15
B102591,2025-11-14,F2,P09,K0093,1,0.15
B102592,2025-11-14,F2,P06,K0067,1,0.2
B102593,2025-11-15,F1,P11,K0002,3,0.1
B102594,2025-11-15,F2,P11,K0058,1,0.25
B102595,2025-11-15,F2,P08,K0066,1,0.2
B102596,2025-11-15,F2,P10,K0087,3,0.2
B102597,2025-11-17,F2,P10,K0050,2,0.2
B102598,2025-11-17,F2,P09,K0083,1,0.25
B102599,2025-11-17,F3,P16,K0133,1,0.05
B102600,2025-11-17,F3,P18,K0119,1,0.1
B102601,2025-11-17,F3,P13,K0099,1,0.1
B102602,2025-11-17,F3,P03,K0096,1,0.05
B102603,2025-11-17,F4,P13,K0148,2,0.0
B102604,2025-11-18,F1,P06,K0015,1,0.0
B102605,2025-11-18,F1,P11,K0021,1,0.0
B102606,2025-11-18,F3,P14,K0158,1,0.0
B102607,2025-11-18,F3,P09,K0124,1,0.05
B102608,2025-11-19,F1,P01,K0019,1,0.0
B102609,2025-11-19,F2,P16,K0057,1,0.25
B102610,2025-11-19,F2,P18,K0073,1,0.2
B102611,2025-11-19,F3,P10,K0121,1,0.03
B102612,2025-11-19,F3,P11,K0131,3,0.0
B102613,2025-11-19,F4,P15,K0156,2,0.05
B102614,2025-11-20,F1,P05,K0001,1,0.0
B102615,2025-11-20,F1,P02,K0035,1,0.0
B102616,2025-11-20,F2,P04,K0055,1,0.15
B102617,2025-11-20,F2,P08,K0052,3,0.25
B102618,2025-11-20,F2,P08,K0082,3,0.15
B102619,2025-11-20,F3,P15,K0104,1,0.1
B102620,2025-11-20,F3,P12,K0111,2,0.05
B102621,2025-11-20,F4,P11,K0158,2,0.03
B102622,2025-11-21,F1,P11,K0032,1,0.1
B102623,2025-11-21,F1,P01,K0105,1,0.05
B102624,2025-11-21,F2,P08,K0079,3,0.15
B102625,2025-11-21,F3,P10,K0100,2,0.08
B102626,2025-11-21,F4,P12,K0146,2,0.0
B102627,2025-11-22,F1,P08,K0027,1,0.0
B102628,2025-11-22,F1,P06,K0013,1,0.0
B102629,2025-11-22,F1,P12,K0014,1,0.03
B102630,2025-11-22,F2,P06,K0057,1,0.2
B102631,2025-11-22,F2,P18,K0046,1,0.2
B102632,2025-11-22,F3,P16,K0116,1,0.1
B102633,2025-11-24,F1,P16,K0022,1,0.1
B102634,2025-11-24,F1,P13,K0008,1,0.1
B102635,2025-11-24,F1,P10,K0003,2,0.05
B102636,2025-11-24,F1,P08,K0011,2,0.03
B102637,2025-11-24,F1,P12,K0011,2,0.1
B102638,2025-11-24,F2,P05,K0072,1,0.2
B102639,2025-11-24,F2,P17,K0104,1,0.2
B102640,2025-11-24,F3,P13,K0118,2,0.0
B102641,2025-11-24,F3,P11,K0112,1,0.08
B102642,2025-11-24,F3,P16,K0132,1,0.0
B102643,2025-11-25,F1,P13,K0007,2,0.1
B102644,2025-11-25,F2,P04,K0067,1,0.2
B102645,2025-11-25,F3,P18,K0090,1,0.1
B102646,2025-11-25,F3,P18,K0089,1,0.05
B102647,2025-11-25,F4,P15,K0136,1,0.05
B102648,2025-11-26,F1,P09,K0007,2,0.1
B102649,2025-11-26,F3,P08,K0134,1,0.1
B102650,2025-11-26,F3,P17,K0095,1,0.0
B102651,2025-11-26,F3,P09,K0112,2,0.05
B102652,2025-11-26,F4,P02,K0151,1,0.1
B102653,2025-11-27,F1,P13,K0003,2,0.0
B102654,2025-11-27,F1,P02,K0028,1,0.0
B102655,2025-11-27,F2,P10,K0074,2,0.15
B102656,2025-11-27,F2,P11,K0080,1,0.15
B102657,2025-11-27,F3,P01,K0117,1,0.0
B102658,2025-11-27,F3,P09,K0105,1,0.03
B102659,2025-11-27,F3,P16,K0080,1,0.0
B102660,2025-11-27,F3,P17,K0100,1,0.05
B102661,2025-11-27,F3,P04,K0100,1,0.1
B102662,2025-11-28,F1,P05,K0044,1,0.05
B102663,2025-11-28,F1,P15,K0008,1,0.0
B102664,2025-11-28,F1,P09,K0038,1,0.03
B102665,2025-11-28,F2,P18,K0050,1,0.2
B102666,2025-11-28,F3,P11,K0109,2,0.0
B102667,2025-11-28,F3,P01,K0089,1,0.03
B102668,2025-11-28,F4,P17,K0154,1,0.05
B102669,2025-11-29,F1,P14,K0026,1,0.08
B102670,2025-11-29,F1,P09,K0003,2,0.05
B102671,2025-11-29,F1,P08,K0025,1,0.0
B102672,2025-11-29,F1,P03,K0044,1,0.0
B102673,2025-11-29,F2,P11,K0108,3,0.2
B102674,2025-12-01,F1,P14,K0026,2,0.08
B102675,2025-12-01,F1,P18,K0034,1,0.1
B102676,2025-12-01,F1,P18,K0041,1,0.0
B102677,2025-12-01,F2,P15,K0065,2,0.2
B102678,2025-12-01,F3,P08,K0118,1,0.03
B102679,2025-12-01,F3,P12,K0131,3,0.05
B102680,2025-12-01,F4,P11,K0146,1,0.03
B102681,2025-12-01,F4,P13,K0158,1,0.0
B102682,2025-12-01,F4,P14,K0071,1,0.1
B102683,2025-12-02,F1,P15,K0015,1,0.0
B102684,2025-12-02,F2,P06,K0051,1,0.2
B102685,2025-12-02,F3,P17,K0115,1,0.05
B102686,2025-12-02,F3,P08,K0108,1,0.0
B102687,2025-12-02,F3,P14,K0130,1,0.0
B102688,2025-12-02,F4,P12,K0138,1,0.05
B102689,2025-12-03,F1,P08,K0036,3,0.05
B102690,2025-12-03,F1,P03,K0037,1,0.0
B102691,2025-12-03,F1,P09,K0024,1,0.05
B102692,2025-12-03,F2,P09,K0071,3,0.2
B102693,2025-12-03,F2,P16,K0052,1,0.2
B102694,2025-12-03,F4,P01,K0135,1,0.03
B102695,2025-12-03,F4,P16,K0153,1,0.08
B102696,2025-12-03,F4,P17,K0141,1,0.03
B102697,2025-12-03,F4,P10,K0139,2,0.1
B102698,2025-12-04,F2,P08,K0080,1,0.15
B102699,2025-12-04,F2,P15,K0059,2,0.15
B102700,2025-12-04,F2,P08,K0079,2,0.2
B102701,2025-12-04,F2,P09,K0083,1,0.25
B102702,2025-12-04,F3,P18,K0087,1,0.05
B102703,2025-12-04,F3,P16,K0094,1,0.05
B102704,2025-12-04,F3,P08,K0103,2,0.03
B102705,2025-12-05,F1,P10,K0042,2,0.05
B102706,2025-12-05,F3,P06,K0120,1,0.03
B102707,2025-12-05,F3,P16,K0105,1,0.0
B102708,2025-12-06,F1,P11,K0031,2,0.05
B102709,2025-12-06,F1,P16,K0010,1,0.0
B102710,2025-12-06,F2,P12,K0050,1,0.2
B102711,2025-12-06,F2,P16,K0065,1,0.15
B102712,2025-12-06,F3,P10,K0111,3,0.0
B102713,2025-12-06,F3,P18,K0105,1,0.0
B102714,2025-12-06,F4,P08,K0157,3,0.0
B102715,2025-12-08,F1,P15,K0030,2,0.05
B102716,2025-12-08,F1,P15,K0056,1,0.1
B102717,2025-12-08,F1,P12,K0013,3,0.05
B102718,2025-12-08,F2,P16,K0079,1,0.2
B102719,2025-12-08,F2,P17,K0058,1,0.2
B102720,2025-12-08,F3,P12,K0107,2,0.0
B102721,2025-12-08,F3,P06,K0131,1,0.0
B102722,2025-12-08,F3,P17,K0116,1,0.1
B102723,2025-12-08,F4,P06,K0159,1,0.08
B102724,2025-12-09,F2,P06,K0068,1,0.2
B102725,2025-12-09,F2,P16,K0060,1,0.15
B102726,2025-12-09,F2,P16,K0068,1,0.2
B102727,2025-12-09,F2,P04,K0059,1,0.2
B102728,2025-12-09,F3,P13,K0129,1,0.0
B102729,2025-12-09,F3,P16,K0094,1,0.03
B102730,2025-12-09,F3,P09,K0129,2,0.0
B102731,2025-12-09,F3,P02,K0084,1,0.03
B102732,2025-12-09,F3,P11,K0123,3,0.1
B102733,2025-12-10,F1,P18,K0043,1,0.1
B102734,2025-12-10,F3,P15,K0110,2,0.1
B102735,2025-12-10,F3,P11,K0099,2,0.1
B102736,2025-12-10,F3,P14,K0121,2,0.0
B102737,2025-12-10,F4,P08,K0153,3,0.1
B102738,2025-12-10,F4,P08,K0155,2,0.0
B102739,2025-12-11,F1,P06,K0003,1,0.0
B102740,2025-12-11,F2,P09,K0062,2,0.25
B102741,2025-12-11,F2,P14,K0076,2,0.2
B102742,2025-12-11,F2,P10,K0113,2,0.15
B102743,2025-12-11,F3,P13,K0130,1,0.05
B102744,2025-12-11,F3,P05,K0131,1,0.0
B102745,2025-12-11,F3,P08,K0108,1,0.0
B102746,2025-12-12,F1,P01,K0033,1,0.0
B102747,2025-12-12,F1,P15,K0015,1,0.0
B102748,2025-12-12,F1,P01,K0014,1,0.03
B102749,2025-12-12,F1,P14,K0013,2,0.1
B102750,2025-12-12,F1,P08,K0040,1,0.05
B102751,2025-12-12,F2,P12,K0069,3,0.2
B102752,2025-12-12,F2,P18,K0081,1,0.25
B102753,2025-12-12,F3,P18,K0112,1,0.05
B102754,2025-12-12,F4,P03,K0143,1,0.0
B102755,2025-12-13,F1,P07,K0040,1,0.1
B102756,2025-12-13,F1,P13,K0040,1,0.08
B102757,2025-12-13,F1,P06,K0003,1,0.0
B102758,2025-12-13,F1,P16,K0017,1,0.05
B102759,2025-12-13,F2,P06,K0068,1,0.2
B102760,2025-12-13,F2,P13,K0056,1,0.25
B102761,2025-12-13,F2,P16,K0049,1,0.2
B102762,2025-12-13,F3,P16,K0119,1,0.05
B102763,2025-12-13,F3,P01,K0123,1,0.0
B102764,2025-12-13,F3,P16,K0125,1,0.0
B102765,2025-12-13,F3,P15,K0110,2,0.05
B102766,2025-12-13,F4,P17,K0146,1,0.0
B102767,2025-12-15,F2,P06,K0046,1,0.2
B102768,2025-12-15,F3,P06,K0098,1,0.03
B102769,2025-12-16,F1,P08,K0037,2,0.05
B102770,2025-12-16,F1,P06,K0027,1,0.0
B102771,2025-12-16,F2,P04,K0076,1,0.25
B102772,2025-12-16,F2,P18,K0050,1,0.15
B102773,2025-12-16,F3,P18,K0008,1,0.05
B102774,2025-12-16,F4,P09,K0160,1,0.05
B102775,2025-12-16,F4,P11,K0110,1,0.0
B102776,2025-12-17,F1,P02,K0018,1,0.0
B102777,2025-12-17,F1,P12,K0018,1,0.0
B102778,2025-12-17,F1,P08,K0044,2,0.0
B102779,2025-12-17,F1,P17,K0018,1,0.05
B102780,2025-12-17,F2,P16,K0069,1,0.2
B102781,2025-12-17,F2,P11,K0078,1,0.2
B102782,2025-12-17,F2,P17,K0073,1,0.2
B102783,2025-12-17,F3,P01,K0093,1,0.0
B102784,2025-12-17,F4,P02,K0143,1,0.05
B102785,2025-12-18,F1,P11,K0008,3,0.03
B102786,2025-12-18,F1,P15,K0011,2,0.0
B102787,2025-12-18,F2,P05,K0066,1,0.2
B102788,2025-12-18,F3,P04,K0094,1,0.05
B102789,2025-12-18,F3,P15,K0133,1,0.05
B102790,2025-12-18,F3,P16,K0094,1,0.05
B102791,2025-12-18,F4,P09,K0157,3,0.03
B102792,2025-12-19,F1,P12,K0012,3,0.05
B102793,2025-12-19,F1,P18,K0010,1,0.05
B102794,2025-12-19,F1,P04,K0013,1,0.0
B102795,2025-12-19,F2,P15,K0125,1,0.2
B102796,2025-12-19,F3,P08,K0131,3,0.05
B102797,2025-12-19,F3,P08,K0138,1,0.05
B102798,2025-12-19,F3,P02,K0097,1,0.08
B102799,2025-12-20,F1,P09,K0012,2,0.1
B102800,2025-12-20,F1,P13,K0021,1,0.03
B102801,2025-12-20,F1,P01,K0022,1,0.05
B102802,2025-12-20,F1,P06,K0018,1,0.0
B102803,2025-12-20,F2,P05,K0068,1,0.2
B102804,2025-12-20,F2,P15,K0074,1,0.2
B102805,2025-12-20,F3,P01,K0091,1,0.05
B102806,2025-12-20,F3,P06,K0112,1,0.05
B102807,2025-12-22,F1,P15,K0043,1,0.0
B102808,2025-12-22,F2,P02,K0061,1,0.15
B102809,2025-12-22,F2,P04,K0006,1,0.25
B102810,2025-12-22,F2,P10,K0056,2,0.25
B102811,2025-12-22,F3,P17,K0126,1,0.05
B102812,2025-12-22,F3,P13,K0131,2,0.0
B102813,2025-12-22,F3,P02,K0088,1,0.0
B102814,2025-12-22,F4,P17,K0136,1,0.0
B102815,2025-12-23,F1,P13,K0005,1,0.0
B102816,2025-12-23,F1,P10,K0004,2,0.0
B102817,2025-12-23,F2,P17,K0067,1,0.2
B102818,2025-12-23,F2,P17,K0063,1,0.25
B102819,2025-12-23,F3,P18,K0086,1,0.0
B102820,2025-12-23,F3,P18,K0123,1,0.0
B102821,2025-12-23,F3,P16,K0087,1,0.0
B102822,2025-12-23,F3,P08,K0087,3,0.0
B102823,2025-12-23,F4,P16,K0158,1,0.05
B102824,2025-12-24,F2,P11,K0052,3,0.2
B102825,2025-12-24,F2,P11,K0008,2,0.2
B102826,2025-12-24,F3,P10,K0120,2,0.0
B102827,2025-12-24,F3,P10,K0107,1,0.05
B102828,2025-12-24,F3,P12,K0131,3,0.05
B102829,2025-12-24,F3,P08,K0124,3,0.1
B102830,2025-12-24,F4,P10,K0150,2,0.1
B102831,2025-12-25,F2,P11,K0071,1,0.2
B102832,2025-12-25,F2,P02,K0051,1,0.2
B102833,2025-12-25,F4,P18,K0154,1,0.1
B102834,2025-12-26,F1,P09,K0040,1,0.1
B102835,2025-12-26,F2,P09,K0082,1,0.25
B102836,2025-12-26,F3,P01,K0127,1,0.0
B102837,2025-12-26,F4,P16,K0060,1,0.0
B102838,2025-12-27,F1,P17,K0023,1,0.0
B102839,2025-12-27,F1,P07,K0026,1,0.05
B102840,2025-12-27,F1,P08,K0041,2,0.0
B102841,2025-12-27,F1,P12,K0033,3,0.05
B102842,2025-12-27,F1,P10,K0023,3,0.1
B102843,2025-12-27,F1,P16,K0005,1,0.05
B102844,2025-12-27,F2,P11,K0055,1,0.25
B102845,2025-12-27,F2,P10,K0074,2,0.15
B102846,2025-12-27,F2,P16,K0083,1,0.15
B102847,2025-12-27,F2,P09,K0029,2,0.15
B102848,2025-12-27,F3,P06,K0088,1,0.0
B102849,2025-12-27,F4,P16,K0139,1,0.05
B102850,2025-12-27,F4,P13,K0149,2,0.1
B102851,2025-12-29,F1,P10,K0045,3,0.05
B102852,2025-12-29,F1,P08,K0008,3,0.0
B102853,2025-12-29,F1,P05,K0026,1,0.1
B102854,2025-12-29,F1,P17,K0045,1,0.1
B102855,2025-12-29,F1,P16,K0127,1,0.03
B102856,2025-12-29,F2,P08,K0052,2,0.2
B102857,2025-12-29,F2,P08,K0073,2,0.2
B102858,2025-12-29,F3,P10,K0116,2,0.1
B102859,2025-12-29,F3,P09,K0123,3,0.0
B102860,2025-12-29,F4,P10,K0025,1,0.05
B102861,2025-12-29,F4,P13,K0147,2,0.05
B102862,2025-12-30,F1,P11,K0012,3,0.1
B102863,2025-12-30,F1,P08,K0003,1,0.0
B102864,2025-12-30,F1,P16,K0012,1,0.1
B102865,2025-12-30,F2,P08,K0073,1,0.2
B102866,2025-12-30,F3,P11,K0114,2,0.03
B102867,2025-12-30,F3,P18,K0104,1,0.05
B102868,2025-12-30,F3,P18,K0091,1,0.0
B102869,2025-12-31,F1,P18,K0045,1,0.0
B102870,2025-12-31,F1,P17,K0030,1,0.0
B102871,2025-12-31,F2,P04,K0076,1,0.25
B102872,2025-12-31,F2,P09,K0066,3,0.2
B102873,2025-12-31,F2,P02,K0071,1,0.2
B102874,2025-12-31,F2,P18,K0053,1,0.25
B102875,2025-12-31,F3,P03,K0109,1,0.0
B102876,2025-12-31,F3,P13,K0110,2,0.0
B102877,2025-12-31,F3,P01,K0134,1,0.03
