Export RT-Kasse v4.2 | Rad & Tat GmbH | erstellt 2026-01-02 06:00 | alle Filialen
Belegnummer,Belegdatum,Filiale,Kategorie,Produkt,Menge,Umsatz,Kosten
B101030,2025-05-23,Köln,Bekleidung,Regenjacke,2,258.00,122.00
B101031,2025-05-23,Köln,Bekleidung,Regenjacke,1,125.13,61.00
B101032,2025-05-23,München ,Zubehör,Helm Urban,1,75.91,38.00
B101033,2025-05-23,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B101034,2025-05-23,München,Zubehör,Helm Urban,2,159.80,76.00
B101035,2025-05-23,München ,Werkstatt,Inspektion Standard,1,89.00,52.00
B101036,2025-05-23,München ,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101037,2025-05-23,Leipzig,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101038,2025-05-23,Leipzig,Bekleidung,Radhose,1,62.10,29.00
B101039,2025-05-24,Hamburg,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B101040,2025-05-24,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101041,2025-05-24,Köln,Bekleidung,Regenjacke,2,250.26,122.00
B101042,2025-05-24,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B101043,2025-05-24,Köln,Zubehör,Faltschloss,1,58.10,27.50
B101044,2025-05-24,Köln ,werkstatt,Inspektion Standard,1,89.00,52.00
B101045,2025-05-24,Köln,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101046,2025-05-24,Köln ,Werkstatt,Inspektion Standard,1,84.55,52.00
B101047,2025-05-24,Köln,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101048,2025-05-24,München,Werkstatt,Schlauchwechsel,1,18.31,9.00
B101049,2025-05-24,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B101050,2025-05-24,München,Bekleidung,Regenjacke,1,122.55,61.00
B101051,2025-05-24,München,Zubehör,Faltschloss,3,174.31,82.50
B101052,2025-05-24,München,Bekleidung,Regenjacke,2,258.00,122.00
B101053,2025-05-24,Leipzig,Zubehör,Luftpumpe,1,24.90,9.90
B101054,2025-05-24,Leipzig,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101055,2025-05-26,Hamburg,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B101056,2025-05-26,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101057,2025-05-26,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101058,2025-05-26,Köln,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B101059,2025-05-26,Köln,Zubehör,Luftpumpe,3,74.70,29.70
B101060,2025-05-26,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101061,2025-05-26,München,Zubehör,Luftpumpe,3,74.70,29.70
B101062,2025-05-26,München,bekleidung,Radhose,2,131.10,58.00
B101063,2025-05-26,Leipzig ,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B101064,2025-05-26,Leipzig,Zubehör,Helm Urban,1,75.91,38.00
B101065,2025-05-27,Hamburg,Zubehör,Faltschloss,3,179.70,82.50
B101066,2025-05-27,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101067,2025-05-27,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101068,2025-05-27,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101069,2025-05-27,Köln,E-Bikes,E-Bike City,1,2374.05,1690.00
B101070,2025-05-27,Köln,Bekleidung,Handschuhe,1,29.00,11.50
B101071,2025-05-27,Köln,E-Bikes,E-Bike City,1,2424.03,1690.00
B101072,2025-05-27,Köln,Zubehör,Luftpumpe,3,74.70,29.70
B101073,2025-05-27,Köln,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101074,2025-05-27,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101075,2025-05-27,München  ,Werkstatt,Schlauchwechsel,1,19.30,9.00
B101076,2025-05-27,München,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B101077,2025-05-27,München  ,Zubehör,Luftpumpe,2,45.82,19.80
B101078,2025-05-27,München,E-Bikes,E-Bike City,1,2374.05,1690.00
B101079,2025-05-27,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101080,2025-05-28,Hamburg,Zubehör,Lichtset LED,1,39.90,16.80
B101081,2025-05-28,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B101082,2025-05-28,Hamburg,Zubehör,Fahrradtasche,2,178.00,88.00
B101083,2025-05-28,Köln,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B101084,2025-05-28,Köln,E-Bikes,E-Bike City,1,2249.10,1690.00
B101085,2025-05-28,München,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B101086,2025-05-28,München  ,Werkstatt,Inspektion Standard,1,80.10,52.00
B101087,2025-05-28,München,Zubehör,Lichtset LED,3,119.70,50.40
B101088,2025-05-28,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101089,2025-05-28,Leipzig ,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101090,2025-05-28,Leipzig,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B101091,2025-05-28,Leipzig,Zubehör,Helm Urban,3,227.72,114.00
B101092,2025-05-29,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B101093,2025-05-29,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B101094,2025-05-29,Hamburg ,Werkstatt,Inspektion Standard,1,89.00,52.00
B101095,2025-05-29,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101096,2025-05-29,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101097,2025-05-29,Hamburg,Zubehör,Fahrradtasche,2,163.76,88.00
B101098,2025-05-29,Köln,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B101099,2025-05-29,Köln,Zubehör,Faltschloss,3,174.31,82.50
B101100,2025-05-29,München,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B101101,2025-05-29,München,Bekleidung,Handschuhe,1,29.90,11.50
B101102,2025-05-29,Leipzig,Werkstatt,Schlauchwechsel,1,19.30,9.00
B101103,2025-05-29,Leipzig,Werkstatt,Schlauchwechsel,1,19.30,9.00
B101104,2025-05-29,Leipzig,Zubehör,Lichtset LED,2,75.81,33.60
B101105,2025-05-29,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B101106,2025-05-30,Hamburg,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B101107,2025-05-30,Hamburg,Werkstatt,Inspektion Standard,1,81.88,52.00
B101108,2025-05-30,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B101109,2025-05-30,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101110,2025-05-30,Köln,Zubehör,Lichtset LED,2,71.82,33.60
B101111,2025-05-30,Köln,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B101112,2025-05-30,Köln,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101113,2025-05-30,Köln,Bekleidung,Radhose,1,66.93,29.00
B101114,2025-05-30,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101115,2025-05-30,München,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B101116,2025-05-30,München,Zubehör,Luftpumpe,1,23.65,9.90
B101117,2025-05-30,München,Bekleidung,Handschuhe,1,29.90,11.50
B101118,2025-05-30,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101119,2025-05-30,Leipzig,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B101120,2025-05-30,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101121,2025-05-31,Hamburg,Zubehör,Faltschloss,1,58.10,27.50
B101122,2025-05-31,Hamburg ,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B101123,2025-05-31,Köln,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B101124,2025-05-31,Köln,Werkstatt,Inspektion Standard,1,89.00,52.00
B101125,2025-05-31,Köln,zubehör,Luftpumpe,3,74.70,29.70
B101126,2025-05-31,Köln,Bekleidung,Radhose,1,62.10,29.00
B101127,2025-05-31,München,Zubehör,Luftpumpe,3,72.46,29.70
B101128,2025-05-31,München,Zubehör,Lichtset LED,3,113.71,50.40
B101129,2025-05-31,München,Zubehör,Luftpumpe,2,47.31,19.80
B101130,2025-05-31,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101131,2025-05-31,Leipzig,Zubehör,Luftpumpe,2,49.80,19.80
B101132,2025-05-31,Leipzig,Zubehör,Luftpumpe,1,24.90,9.90
B101133,2025-05-31,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B101134,2025-05-31,Leipzig,Zubehör,Luftpumpe,1,22.91,9.90
B101135,2025-05-31,Leipzig,Bekleidung,Handschuhe,1,28.40,11.50
B101136,2025-06-02,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B101137,2025-06-02,Hamburg,Zubehör,Faltschloss,3,170.71,82.50
B101138,2025-06-02,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101139,2025-06-02,Hamburg,Zubehör,Luftpumpe,1,22.41,9.90
B101140,2025-06-02,Hamburg,Zubehör,Helm Urban,2,155.01,76.00
B101141,2025-06-02,Köln ,Zubehör,Fahrradtasche,2,151.30,88.00
B101142,2025-06-02,Köln,Werkstatt,Inspektion Standard,1,66.75,52.00
B101143,2025-06-02,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B101144,2025-06-02,Köln,zubehör,Luftpumpe,3,63.49,29.70
B101145,2025-06-02,München,Werkstatt,Inspektion Standard,1,80.10,52.00
B101146,2025-06-02,München,Zubehör,Lichtset LED,2,75.81,33.60
B101147,2025-06-02,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B101148,2025-06-02,München,fahrräder,Trekkingrad Tour,1,854.05,560.00
B101149,2025-06-02,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101150,2025-06-02,München,Zubehör,Lichtset LED,3,113.71,50.40
B101151,2025-06-02,Leipzig,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101152,2025-06-02,Leipzig,Zubehör,Helm Urban,1,75.91,38.00
B101153,2025-06-03,Hamburg,Zubehör,Faltschloss,3,161.73,82.50
B101154,2025-06-03,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B101155,2025-06-03,Hamburg,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B101156,2025-06-03,Köln,Zubehör,Luftpumpe,1,19.92,9.90
B101157,2025-06-03,Köln,Bekleidung,Regenjacke,2,193.50,122.00
B101158,2025-06-03,München,Zubehör,Helm Urban,3,239.70,114.00
B101159,2025-06-03,München,Zubehör,Luftpumpe,2,48.31,19.80
B101160,2025-06-03,München,e-bikes,E-Bike City,1,2499.00,1690.00
B101161,2025-06-03,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101162,2025-06-03,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101163,2025-06-03,Leipzig,Werkstatt,Schlauchwechsel,1,18.31,9.00
B101164,2025-06-04,Hamburg,fahrräder,Stadtrad Classic,1,597.08,410.00
B101165,2025-06-04,Hamburg  ,Bekleidung,Radhose,2,138.00,58.00
B101166,2025-06-04,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B101167,2025-06-04,Hamburg,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B101168,2025-06-04,Köln,Bekleidung,Regenjacke,2,193.50,122.00
B101169,2025-06-04,Köln,Zubehör,Helm Urban,3,191.76,114.00
B101170,2025-06-04,Köln,Zubehör,Lichtset LED,2,67.83,33.60
B101171,2025-06-04,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B101172,2025-06-04,München,Bekleidung,Handschuhe,1,29.90,11.50
B101173,2025-06-04,München,Fahrräder,Gravelbike Kies,1,1260.03,830.00
B101174,2025-06-04,München,Bekleidung,Handschuhe,1,29.90,11.50
B101175,2025-06-04,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B101176,2025-06-04,Leipzig,Zubehör,Faltschloss,1,56.90,27.50
B101177,2025-06-05,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101178,2025-06-05,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101179,2025-06-05,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101180,2025-06-05,Hamburg,Zubehör,Faltschloss,1,56.90,27.50
B101181,2025-06-05,Köln,Zubehör,Fahrradtasche,1,66.75,44.00
B101182,2025-06-05,Köln,Bekleidung,Regenjacke,1,109.65,61.00
B101183,2025-06-05,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B101184,2025-06-05,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101185,2025-06-05,München,Zubehör,Fahrradtasche,2,169.10,88.00
B101186,2025-06-05,München,fahrräder,Stadtrad Classic,1,597.08,410.00
B101187,2025-06-05,München,E-Bikes,E-Bike City,1,2249.10,1690.00
B101188,2025-06-05,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101189,2025-06-05,München,Zubehör,Faltschloss,3,170.71,82.50
B101190,2025-06-05,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B101191,2025-06-05,München,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B101192,2025-06-05,Leipzig,Zubehör,Helm Urban,1,71.91,38.00
B101193,2025-06-05,Leipzig,Zubehör,Helm Urban,2,155.01,76.00
B101194,2025-06-06,Hamburg,Zubehör,Fahrradtasche,2,178.00,88.00
B101195,2025-06-06,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101196,2025-06-06,Hamburg,Zubehör,Faltschloss,3,170.71,82.50
B101197,2025-06-06,Köln,Zubehör,Helm Urban,1,67.92,38.00
B101198,2025-06-06,Köln,Zubehör,Fahrradtasche,1,66.75,44.00
B101199,2025-06-06,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B101200,2025-06-06,Köln,Fahrräder,Stadtrad Classic,1,519.20,410.00
B101201,2025-06-06,Köln ,Zubehör,Lichtset LED,1,29.92,16.80
B101202,2025-06-06,München,Bekleidung,Radhose,2,131.10,58.00
B101203,2025-06-06,München,Zubehör,Lichtset LED,3,119.70,50.40
B101204,2025-06-06,Leipzig,bekleidung,Radhose,1,62.10,29.00
B101205,2025-06-06,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101206,2025-06-07,Hamburg,E-Bikes,E-Lastenrad,1,4990.00,3490.00
B101207,2025-06-07,Hamburg,Zubehör,Helm Urban,2,147.02,76.00
B101208,2025-06-07,Hamburg,Zubehör,Lichtset LED,3,113.71,50.40
B101209,2025-06-07,Hamburg,Zubehör,Luftpumpe,2,44.82,19.80
B101210,2025-06-07,Hamburg,Zubehör,Helm Urban,2,151.81,76.00
B101211,2025-06-07,Hamburg  ,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B101212,2025-06-07,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B101213,2025-06-07,Köln,zubehör,Lichtset LED,2,59.85,33.60
B101214,2025-06-07,Köln ,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B101215,2025-06-07,München ,Zubehör,Lichtset LED,2,75.81,33.60
B101216,2025-06-07,München,werkstatt,Inspektion Standard,1,84.55,52.00
B101217,2025-06-07,München,fahrräder,Stadtrad Classic,1,649.00,410.00
B101218,2025-06-07,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101219,2025-06-07,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101220,2025-06-07,Leipzig,Bekleidung,Radhose,2,138.00,58.00
B101221,2025-06-09,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101222,2025-06-09,Hamburg ,Zubehör,Faltschloss,1,58.10,27.50
B101223,2025-06-09,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B101224,2025-06-09,Köln,E-Bikes,E-Bike City,1,1874.25,1690.00
B101225,2025-06-09,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B101226,2025-06-09,Köln,Zubehör,Helm Urban,3,191.76,114.00
B101227,2025-06-09,Köln,Zubehör,Fahrradtasche,2,133.50,88.00
B101228,2025-06-09,München,Zubehör,Lichtset LED,1,35.91,16.80
B101229,2025-06-09,München  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B101230,2025-06-09,München,Zubehör,Lichtset LED,2,75.81,33.60
B101231,2025-06-09,München,Zubehör,Faltschloss,3,179.70,82.50
B101232,2025-06-09,München,Zubehör,Helm Urban,1,79.90,38.00
B101233,2025-06-09,München,Zubehör,Helm Urban,3,239.70,114.00
B101234,2025-06-09,München ,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B101235,2025-06-09,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B101236,2025-06-09,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101237,2025-06-09,Leipzig,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101238,2025-06-09,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,319.13,205.00
B101239,2025-06-09,Leipzig,Zubehör,Helm Urban,1,79.90,38.00
B101240,2025-06-10,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101241,2025-06-10,Hamburg,Zubehör,Faltschloss,1,58.10,27.50
B101242,2025-06-10,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101243,2025-06-10,Hamburg,Bekleidung,Regenjacke,2,232.20,122.00
B101244,2025-06-10,Hamburg ,Bekleidung,Radhose,1,69.00,29.00
B101245,2025-06-10,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101246,2025-06-10,München,Bekleidung,Radhose,2,138.00,58.00
B101247,2025-06-10,München,e-bikes,E-Bike Trekking,1,3199.00,2170.00
B101248,2025-06-10,Leipzig  ,Zubehör,Luftpumpe,3,68.72,29.70
B101249,2025-06-10,Leipzig,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B101250,2025-06-11,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B101251,2025-06-11,Köln,Zubehör,Helm Urban,2,119.85,76.00
B101252,2025-06-11,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B101253,2025-06-11,Köln,E-Bikes,E-Bike City,1,2124.15,1690.00
B101254,2025-06-11,München,e-bikes,E-Lastenrad,1,4740.50,3490.00
B101255,2025-06-11,München,Zubehör,Helm Urban,2,155.01,76.00
B101256,2025-06-11,München,werkstatt,Inspektion E-Bike,1,141.55,88.00
B101257,2025-06-11,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101258,2025-06-11,München,Bekleidung,Regenjacke,1,129.00,61.00
B101259,2025-06-11,München,Bekleidung,Radhose,1,65.55,29.00
B101260,2025-06-11,München ,Werkstatt,Schlauchwechsel,1,18.31,9.00
B101261,2025-06-11,München,Zubehör,Faltschloss,2,119.80,55.00
B101262,2025-06-11,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101263,2025-06-12,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101264,2025-06-12,Hamburg,Zubehör,Luftpumpe,2,44.82,19.80
B101265,2025-06-12,Hamburg,Zubehör,Luftpumpe,2,49.80,19.80
B101266,2025-06-12,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101267,2025-06-12,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101268,2025-06-12,Hamburg,Zubehör,Luftpumpe,2,49.80,19.80
B101269,2025-06-12,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,302.68,205.00
B101270,2025-06-12,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B101271,2025-06-12,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B101272,2025-06-12,München,Bekleidung,Radhose,2,138.00,58.00
B101273,2025-06-12,München,Zubehör,Helm Urban,3,215.73,114.00
B101274,2025-06-12,Leipzig,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B101275,2025-06-12,Leipzig,Zubehör,Helm Urban,2,143.82,76.00
B101276,2025-06-12,Leipzig,werkstatt,Inspektion E-Bike,1,141.55,88.00
B101277,2025-06-13,Hamburg  ,werkstatt,Inspektion E-Bike,1,134.10,88.00
B101278,2025-06-13,Hamburg,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B101279,2025-06-13,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B101280,2025-06-13,Köln,Fahrräder,Kinderrad 20 Zoll,1,263.20,205.00
B101281,2025-06-13,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B101282,2025-06-13,Köln,Zubehör,Faltschloss,3,143.76,82.50
B101283,2025-06-13,Köln,Zubehör,Faltschloss,3,152.74,82.50
B101284,2025-06-13,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B101285,2025-06-13,Köln,Zubehör,Luftpumpe,2,39.84,19.80
B101286,2025-06-13,München,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B101287,2025-06-13,München  ,Bekleidung,Handschuhe,2,59.80,23.00
B101288,2025-06-13,München,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B101289,2025-06-13,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101290,2025-06-13,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B101291,2025-06-13,Leipzig,Zubehör,Fahrradtasche,3,245.64,132.00
B101292,2025-06-13,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101293,2025-06-13,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101294,2025-06-14,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101295,2025-06-14,Hamburg  ,Zubehör,Lichtset LED,2,71.82,33.60
B101296,2025-06-14,Hamburg,Zubehör,Helm Urban,3,239.70,114.00
B101297,2025-06-14,Hamburg,Zubehör,Luftpumpe,1,23.65,9.90
B101298,2025-06-14,Köln,Zubehör,Luftpumpe,2,39.84,19.80
B101299,2025-06-14,Köln,Bekleidung,Regenjacke,2,206.40,122.00
B101300,2025-06-14,Köln,Werkstatt,Schlauchwechsel,1,14.92,9.00
B101301,2025-06-14,Köln,Bekleidung,Radhose,1,55.20,29.00
B101302,2025-06-14,Köln,Zubehör,Fahrradtasche,1,71.20,44.00
B101303,2025-06-14,Köln,Fahrräder,Gravelbike Kies,1,1104.15,830.00
B101304,2025-06-14,Köln,Zubehör,Fahrradtasche,1,75.65,44.00
B101305,2025-06-14,Köln,Fahrräder,Stadtrad Classic,1,486.75,410.00
B101306,2025-06-14,München,Bekleidung,Handschuhe,2,53.82,23.00
B101307,2025-06-14,München,Bekleidung,Regenjacke,2,232.20,122.00
B101308,2025-06-14,München,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101309,2025-06-14,München,Zubehör,Fahrradtasche,1,89.00,44.00
B101310,2025-06-14,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101311,2025-06-14,München,Bekleidung,Handschuhe,2,59.80,23.00
B101312,2025-06-14,Leipzig,Zubehör,Lichtset LED,3,119.70,50.40
B101313,2025-06-14,Leipzig,Bekleidung,Handschuhe,1,26.91,11.50
B101314,2025-06-16,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101315,2025-06-16,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B101316,2025-06-16,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B101317,2025-06-16,Köln,Zubehör,Luftpumpe,3,56.02,29.70
B101318,2025-06-16,München ,Zubehör,Lichtset LED,3,116.11,50.40
B101319,2025-06-16,München,Bekleidung,Handschuhe,1,29.00,11.50
B101320,2025-06-16,München  ,E-Bikes,E-Bike City,1,2499.00,1690.00
B101321,2025-06-16,München,Zubehör,Faltschloss,2,119.80,55.00
B101322,2025-06-16,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B101323,2025-06-16,Leipzig,Bekleidung,Regenjacke,1,118.68,61.00
B101324,2025-06-17,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B101325,2025-06-17,Hamburg  ,Zubehör,Lichtset LED,1,36.71,16.80
B101326,2025-06-17,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B101327,2025-06-17,Köln,Fahrräder,Gravelbike Kies,1,974.25,830.00
B101328,2025-06-17,Köln,Bekleidung,Regenjacke,1,109.65,61.00
B101329,2025-06-17,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B101330,2025-06-17,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101331,2025-06-17,München,Zubehör,Lichtset LED,1,37.90,16.80
B101332,2025-06-17,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101333,2025-06-17,München,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B101334,2025-06-17,Leipzig,Bekleidung,Radhose,1,69.00,29.00
B101335,2025-06-17,Leipzig  ,E-Bikes,E-Bike City,1,2499.00,1690.00
B101336,2025-06-17,Leipzig,Zubehör,Luftpumpe,1,24.90,9.90
B101337,2025-06-18,Hamburg ,Zubehör,Lichtset LED,3,116.11,50.40
B101338,2025-06-18,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101339,2025-06-18,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B101340,2025-06-18,Köln,Bekleidung,Radhose,2,110.40,58.00
B101341,2025-06-18,München,Zubehör,Lichtset LED,2,75.81,33.60
B101342,2025-06-18,München,Zubehör,Fahrradtasche,3,253.65,132.00
B101343,2025-06-18,München,Zubehör,Faltschloss,3,179.70,82.50
B101344,2025-06-18,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B101345,2025-06-19,Hamburg,Zubehör,Helm Urban,3,215.73,114.00
B101346,2025-06-19,Hamburg,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B101347,2025-06-19,Hamburg,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B101348,2025-06-19,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101349,2025-06-19,Köln ,Zubehör,Faltschloss,1,50.91,27.50
B101350,2025-06-19,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B101351,2025-06-19,Köln,Bekleidung,Radhose,2,110.40,58.00
B101352,2025-06-19,München,Bekleidung,Handschuhe,1,28.40,11.50
B101353,2025-06-19,München,werkstatt,Schlauchwechsel,1,19.90,9.00
B101354,2025-06-19,München,Zubehör,Helm Urban,3,215.73,114.00
B101355,2025-06-19,München,Bekleidung,Regenjacke,1,129.00,61.00
B101356,2025-06-19,Leipzig,Zubehör,Luftpumpe,2,49.80,19.80
B101357,2025-06-20,Hamburg,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B101358,2025-06-20,Hamburg,bekleidung,Handschuhe,1,27.51,11.50
B101359,2025-06-20,Hamburg ,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101360,2025-06-20,Hamburg,Zubehör,Luftpumpe,1,24.15,9.90
B101361,2025-06-20,Hamburg,Bekleidung,Radhose,1,62.10,29.00
B101362,2025-06-20,Köln,Zubehör,Luftpumpe,2,39.84,19.80
